Defense #, RE, NT, LE, ROLB, RILB, LILB, LOLB, RCB, LCB, FS, SS,
Defense: B8,A546: PassRush; ,BEC8: PassRush; ,BED2: PassRush; ,BEE5: 44%CPUTeamJumpsTo:56% m2m-HB; // m2m-FB; // PassRush; ,AFD7: 63%CPUTeamJumpsTo:56% m2m-HB; // m2m-FB; // F5-Pause(5A C8); PassRush ,AFE8: 56%CPUTeamJumpsTo:56% m2m-HB; // m2m-TE; // F5-Pause(5A C8); PassRush ,BF09: 44%  PassRush; // 25%CPUTeamJumpsTo:m2m-TE; // PassRush; ,AFF9: 88%CPUTeamJumpsTo:56% m2m-WR1; // m2m-HB; // F4-Pause(14); F5-Pause(3C 78); PassRush ,B00C: 81%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // F4-Pause(14); F5-Pause(3C 78); PassRush ,B01F: 75%CPUTeamJumpsTo:56% m2m-FB; // m2m-WR1; // 56%  56%  56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); // 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); // F5-Pause(3C A0); ,B042: 69%CPUTeamJumpsTo:56% m2m-TE; // m2m-WR2; // 56%  F4-Pause(6E); // F5-Pause(3C A0); ,
Defense: B9,A546: PassRush; ,BEC8: PassRush; ,BED2: PassRush; ,BEE5: 44%CPUTeamJumpsTo:56% m2m-HB; // m2m-FB; // PassRush; ,AFD7: 63%CPUTeamJumpsTo:56% m2m-HB; // m2m-FB; // F5-Pause(5A C8); PassRush ,AFE8: 56%CPUTeamJumpsTo:56% m2m-HB; // m2m-TE; // F5-Pause(5A C8); PassRush ,BF09: 44%  PassRush; // 25%CPUTeamJumpsTo:m2m-TE; // PassRush; ,B05E: 44% 06% m2m-WR1; // F4-Pause(1E); m2m-WR1; // 44% m2m-HB; // 56% 88%CPUTeamJumpsTo:56% m2m-WR1; // m2m-HB; // F4-Pause(14); F5-Pause(3C 78); PassRush // m2m-FB; ,B071: 56% 19% m2m-WR2; // m2m-WR2; // 44% m2m-TE; // 81%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // F4-Pause(14); F5-Pause(3C 78); PassRush ,B01F: 75%CPUTeamJumpsTo:56% m2m-FB; // m2m-WR1; // 56%  56%  56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); // 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); // F5-Pause(3C A0); ,B042: 69%CPUTeamJumpsTo:56% m2m-TE; // m2m-WR2; // 56%  F4-Pause(6E); // F5-Pause(3C A0); ,
Defense: BA,A546: PassRush; ,BEC8: PassRush; ,BED2: PassRush; ,BEE5: 44%CPUTeamJumpsTo:56% m2m-HB; // m2m-FB; // PassRush; ,B090: 93% 12-m2m-FB; ; m2m-FB; // 63%CPUTeamJumpsTo:56% m2m-HB; // m2m-FB; // F5-Pause(5A C8); PassRush ,AFE8: 56%CPUTeamJumpsTo:56% m2m-HB; // m2m-TE; // F5-Pause(5A C8); PassRush ,BF09: 44%  PassRush; // 25%CPUTeamJumpsTo:m2m-TE; // PassRush; ,B05E: 44% 06% m2m-WR1; // F4-Pause(1E); m2m-WR1; // 44% m2m-HB; // 56% 88%CPUTeamJumpsTo:56% m2m-WR1; // m2m-HB; // F4-Pause(14); F5-Pause(3C 78); PassRush // m2m-FB; ,B071: 56% 19% m2m-WR2; // m2m-WR2; // 44% m2m-TE; // 81%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // F4-Pause(14); F5-Pause(3C 78); PassRush ,B09A: 56%  06% 13-m2m-WR1; ; m2m-WR1; // F4-Pause(32); 13-m2m-WR1; ; m2m-WR1; // 50% 11-m2m-HB; ; m2m-HB; // F4-Pause(00); ,B0AA: 56% F4-Pause(14); 06% 14-m2m-WR2; ; m2m-WR2; // F4-Pause(1E); 14-m2m-WR2; ; m2m-WR2; // 15-m2m-TE; ; m2m-TE; ,
Defense: BB,A704: Boost-RS(0F); Boost-MS(30); Boost-HP(30); PassRush; ,A714: Boost-RS(0F); Boost-MS(30); Boost-HP(20); F3-Pause(28); PassRush; ,A723: Boost-RS(0F); Boost-MS(30); Boost-HP(30); PassRush; ,A733: Boost-RS(0F); Boost-MS(30); Boost-HP(30); PassRush ,A743: Boost-RS(0F); Boost-MS(30); Boost-HP(30); PassRush; ,A753: Boost-RS(0F); Boost-MS(30); Boost-HP(30); PassRush; ,A763: Boost-RS(0F); Boost-MS(30); Boost-HP(30); PassRush ,B0B9: m2m-WR1; ,B0C3: F4-Pause(00); ,B09A: 56%  06% 13-m2m-WR1; ; m2m-WR1; // F4-Pause(32); 13-m2m-WR1; ; m2m-WR1; // 50% 11-m2m-HB; ; m2m-HB; // F4-Pause(00); ,B0AA: 56% F4-Pause(14); 06% 14-m2m-WR2; ; m2m-WR2; // F4-Pause(1E); 14-m2m-WR2; ; m2m-WR2; // 15-m2m-TE; ; m2m-TE; ,
Defense: BC,A110: PassRush; ,A243: PassRush; ,A5C3: F4-Pause(0A); F4-Pause(50); PassRush ,A5A1: PassRush; ,A5D7: 63%CPUTeamJumpsTo:56% m2m-WR2; // m2m-HB; // F4-Pause(1E); PassRush; ,A5B9: PassRush; ,A5F6: F4-Pause(0A); F4-Pause(50); PassRush ,ADBB: F4-Pause(00); ,B0CD: 81%CPUTeamJumpsTo:31% m2m-HB; // 38% m2m-WR1; // 38% m2m-WR2; // // ,B0D8: 75%CPUTeamJumpsTo:38% m2m-WR2; // m2m-WR1; // F4-Pause(00); ,B0E6: 69%CPUTeamJumpsTo:56% m2m-WR1; // m2m-WR2; // ,
Defense: BD,A110: PassRush; ,A243: PassRush; ,A5C3: F4-Pause(0A); F4-Pause(50); PassRush ,A5A1: PassRush; ,A5D7: 63%CPUTeamJumpsTo:56% m2m-WR2; // m2m-HB; // F4-Pause(1E); PassRush; ,A5B9: PassRush; ,B10A: 56% F4-Pause(0A); F4-Pause(50); PassRush // F4-Pause(0A); F4-Pause(14); F5-Pause(28 64); PassRush ,ADBB: F4-Pause(00); ,B0F4: 44% m2m-WR2; // 44%  m2m-HB; // m2m-WR1; ,B0D8: 75%CPUTeamJumpsTo:38% m2m-WR2; // m2m-WR1; // F4-Pause(00); ,B0E6: 69%CPUTeamJumpsTo:56% m2m-WR1; // m2m-WR2; // ,
Defense: BE,A110: PassRush; ,A243: PassRush; ,A5C3: F4-Pause(0A); F4-Pause(50); PassRush ,A5A1: PassRush; ,A5D7: 63%CPUTeamJumpsTo:56% m2m-WR2; // m2m-HB; // F4-Pause(1E); PassRush; ,A5B9: PassRush; ,B127: 25% F4-Pause(0A); F4-Pause(50); PassRush // ; F4-Pause(0A); F4-Pause(14); F5-Pause(28 64); PassRush ,B130: 44% 13-m2m-WR1; ; m2m-WR1; // F4-Pause(00); ,B0F4: 44% m2m-WR2; // 44%  m2m-HB; // m2m-WR1; ,B13A: 44%  // F4-Pause(00); ,B14D: 44% 14-m2m-WR2; ; m2m-WR2; // 63% 69%CPUTeamJumpsTo:56% m2m-WR1; // m2m-WR2; // // 11-m2m-HB; ; m2m-HB; ,
Defense: BF,A29B: PassRush; ,A243: PassRush; ,BED2: PassRush; ,A3D4: PassRush; ,B15D: 63%CPUTeamJumpsTo:31% m2m-WR1; // 31% m2m-HB; // 31% m2m-TE; // // F4-Pause(00); ,B16B: 56%CPUTeamJumpsTo:31% m2m-WR2; // 31% m2m-TE; // 31% m2m-WR1; // // F4-Pause(0A); F4-Pause(6E); PassRush ,BF03: PassRush; ,AFF9: 88%CPUTeamJumpsTo:56% m2m-WR1; // m2m-HB; // F4-Pause(14); F5-Pause(3C 78); PassRush ,B180: 81%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // F4-Pause(00); ,B1DD: 75%CPUTeamJumpsTo:56% m2m-HB; // ; m2m-WR1; // F4-Pause(78); PassRush ,B18E: 69%CPUTeamJumpsTo:56% m2m-TE; // m2m-WR2; // 56%  F4-Pause(78); PassRush // F4-Pause(14); F5-Pause(5A B4); ,
Defense: C0,A29B: PassRush; ,A243: PassRush; ,BED2: PassRush; ,A3D4: PassRush; ,B15D: 63%CPUTeamJumpsTo:31% m2m-WR1; // 31% m2m-HB; // 31% m2m-TE; // // F4-Pause(00); ,B1AC: 56% 56%CPUTeamJumpsTo:31% m2m-WR2; // 31% m2m-TE; // 31% m2m-WR1; // // F4-Pause(0A); F4-Pause(6E); PassRush // F4-Pause(1E); F5-Pause(28 64); PassRush ,BF03: PassRush; ,B1C4: 44% m2m-WR1; // 44% m2m-HB; // 88%CPUTeamJumpsTo:56% m2m-WR1; // m2m-HB; // F4-Pause(14); F5-Pause(3C 78); PassRush ,B1D1: 44% 06% m2m-WR2; // F4-Pause(1E); m2m-WR2; // 44% m2m-TE; // ; 81%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // F4-Pause(00); ,B1DD: 75%CPUTeamJumpsTo:56% m2m-HB; // ; m2m-WR1; // F4-Pause(78); PassRush ,B18E: 69%CPUTeamJumpsTo:56% m2m-TE; // m2m-WR2; // 56%  F4-Pause(78); PassRush // F4-Pause(14); F5-Pause(5A B4); ,
Defense: C1,A29B: PassRush; ,A243: PassRush; ,BED2: PassRush; ,A3D4: PassRush; ,B15D: 63%CPUTeamJumpsTo:31% m2m-WR1; // 31% m2m-HB; // 31% m2m-TE; // // F4-Pause(00); ,B1F0: 25% 56%CPUTeamJumpsTo:31% m2m-WR2; // 31% m2m-TE; // 31% m2m-WR1; // // F4-Pause(0A); F4-Pause(6E); PassRush // F4-Pause(1E); F5-Pause(28 64); PassRush ,BF03: PassRush; ,B1C4: 44% m2m-WR1; // 44% m2m-HB; // 88%CPUTeamJumpsTo:56% m2m-WR1; // m2m-HB; // F4-Pause(14); F5-Pause(3C 78); PassRush ,B1D1: 44% 06% m2m-WR2; // F4-Pause(1E); m2m-WR2; // 44% m2m-TE; // ; 81%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // F4-Pause(00); ,B1FA: 44%  11-m2m-HB; ; m2m-HB; // 69% 75%CPUTeamJumpsTo:56% m2m-HB; // ; m2m-WR1; // F4-Pause(78); PassRush // 13-m2m-WR1; ; m2m-WR1; ,B210: 50% 14-m2m-WR2; ; m2m-WR2; // 56% 69%CPUTeamJumpsTo:56% m2m-TE; // m2m-WR2; // 56%  F4-Pause(78); PassRush // F4-Pause(14); F5-Pause(5A B4); // 15-m2m-TE; ; m2m-TE; ,
Defense: C2,A110: PassRush; ,A3A7: PassRush; ,A501: PassRush; ,AEF0: F4-Pause(14); F4-Pause(50); PassRush ,AF01: 63%CPUTeamJumpsTo:56% m2m-FB; // m2m-WR1; // F4-Pause(0A); F4-Pause(50); PassRush ,A3C0: PassRush; ,A1ED: PassRush; ,AF2B: 88%CPUTeamJumpsTo:31% m2m-FB; // 38% m2m-WR1; // 38% m2m-WR2; // // F3-Pause(00); ,ADC2: 81%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // F4-Pause(00); ,AF4D: 75%CPUTeamJumpsTo:56% m2m-WR1; // m2m-WR2; // F4-Pause(78); ,AF95: 69%CPUTeamJumpsTo:56% m2m-TE; // m2m-WR2; // 56%  F4-Pause(00); // 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); ,
Defense: C3,A110: PassRush; ,A3A7: PassRush; ,A501: PassRush; ,AF78: 56% F4-Pause(14); F4-Pause(50); PassRush // F4-Pause(14); F4-Pause(1E); F5-Pause(28 64); PassRush ,AF01: 63%CPUTeamJumpsTo:56% m2m-FB; // m2m-WR1; // F4-Pause(0A); F4-Pause(50); PassRush ,A3C0: PassRush; ,A1ED: PassRush; ,B220: 38% m2m-WR1; // 38%  m2m-FB; // 38%  m2m-TE; // m2m-WR2; ,ADC2: 81%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // F4-Pause(00); ,AF4D: 75%CPUTeamJumpsTo:56% m2m-WR1; // m2m-WR2; // F4-Pause(78); ,AF95: 69%CPUTeamJumpsTo:56% m2m-TE; // m2m-WR2; // 56%  F4-Pause(00); // 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); ,
Defense: C4,A110: PassRush; ,A3A7: PassRush; ,A501: PassRush; ,AFCD: 25% F4-Pause(14); F4-Pause(50); PassRush // F4-Pause(14); F4-Pause(1E); F5-Pause(28 64); PassRush ,AF01: 63%CPUTeamJumpsTo:56% m2m-FB; // m2m-WR1; // F4-Pause(0A); F4-Pause(50); PassRush ,A3C0: PassRush; ,A1ED: PassRush; ,B220: 38% m2m-WR1; // 38%  m2m-FB; // 38%  m2m-TE; // m2m-WR2; ,B23F: 25% 14-m2m-WR2; ; m2m-WR2; // F5-Pause(3C 78); ,AFB0: 38%  06% 13-m2m-WR1; ; m2m-WR1; // F4-Pause(32); 13-m2m-WR1; ; m2m-WR1; // 44% 75%CPUTeamJumpsTo:56% m2m-WR1; // m2m-WR2; // F4-Pause(78); // 12-m2m-FB; ; m2m-FB; ,B252: 25% 14-m2m-WR2; ; m2m-WR2; // 56% 69%CPUTeamJumpsTo:56% m2m-TE; // m2m-WR2; // 56%  F4-Pause(00); // 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); // 15-m2m-TE; ; m2m-TE; ,
Defense: C5,A110: PassRush; ,A11D: PassRush; ,A12A: PassRush; ,A137: PassRush ,A141: PassRush; ,A14B: PassRush; ,BC4B: 25%CPUTeamJumpsTo:31% m2m-HB; // 31% m2m-FB; // 31% m2m-WR2; // // F4-Pause(00); ,BC56: 88%CPUTeamJumpsTo:56% m2m-FB; // m2m-WR1; // F4-Pause(14); F5-Pause(3C 78); PassRush ,BC40: 81%CPUTeamJumpsTo:56% m2m-HB; // ; m2m-WR2; // F4-Pause(14); F5-Pause(3C 78); PassRush ,B262: 75%CPUTeamJumpsTo:31% m2m-FB; // 38% m2m-WR1; // 38% m2m-WR2; // // F4-Pause(14); F4-Pause(AA); PassRush ,B29B: 69%CPUTeamJumpsTo:56% m2m-FB; // ; m2m-WR2; // 56% F4-Pause(14); F4-Pause(8C); PassRush // 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); ,
Defense: C6,A110: PassRush; ,A11D: PassRush; ,A12A: PassRush; ,A137: PassRush ,A141: PassRush; ,A14B: PassRush; ,BC4B: 25%CPUTeamJumpsTo:31% m2m-HB; // 31% m2m-FB; // 31% m2m-WR2; // // F4-Pause(00); ,B27E: 44% m2m-WR1; // 63% 88%CPUTeamJumpsTo:56% m2m-FB; // m2m-WR1; // F4-Pause(14); F5-Pause(3C 78); PassRush // m2m-FB; ,B28E: 44% 06% m2m-WR2; // F4-Pause(1E); m2m-WR2; // 44% m2m-HB; // 81%CPUTeamJumpsTo:56% m2m-HB; // ; m2m-WR2; // F4-Pause(14); F5-Pause(3C 78); PassRush ,B262: 75%CPUTeamJumpsTo:31% m2m-FB; // 38% m2m-WR1; // 38% m2m-WR2; // // F4-Pause(14); F4-Pause(AA); PassRush ,B29B: 69%CPUTeamJumpsTo:56% m2m-FB; // ; m2m-WR2; // 56% F4-Pause(14); F4-Pause(8C); PassRush // 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); ,
Defense: C7,A110: PassRush; ,A11D: PassRush; ,A12A: PassRush; ,A137: PassRush ,A141: PassRush; ,A14B: PassRush; ,BC4B: 25%CPUTeamJumpsTo:31% m2m-HB; // 31% m2m-FB; // 31% m2m-WR2; // // F4-Pause(00); ,B27E: 44% m2m-WR1; // 63% 88%CPUTeamJumpsTo:56% m2m-FB; // m2m-WR1; // F4-Pause(14); F5-Pause(3C 78); PassRush // m2m-FB; ,B28E: 44% 06% m2m-WR2; // F4-Pause(1E); m2m-WR2; // 44% m2m-HB; // 81%CPUTeamJumpsTo:56% m2m-HB; // ; m2m-WR2; // F4-Pause(14); F5-Pause(3C 78); PassRush ,B2AF: 44% 13-m2m-WR1; ; m2m-WR1; // 12-m2m-FB; ; m2m-FB; ,B2BC: 24%  56% 06% 14-m2m-WR2; ; m2m-WR2; // 14-m2m-WR2; ; m2m-WR2; // 11-m2m-HB; ; m2m-HB; // 69%CPUTeamJumpsTo:56% m2m-FB; // ; m2m-WR2; // 56% F4-Pause(14); F4-Pause(8C); PassRush // 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); ,
Defense: C8,BEBB: PassRush; ,BEC8: PassRush; ,BED2: PassRush; ,BEDF: PassRush; ,BC61: 63%CPUTeamJumpsTo:56% m2m-TE; // m2m-HB; // F5-Pause(5A C8); PassRush ,BC6C: 56%CPUTeamJumpsTo:56% m2m-WR1; // m2m-TE; // F5-Pause(5A C8); PassRush ,BF03: PassRush; ,B2D2: 88%CPUTeamJumpsTo:56% m2m-WR1; // m2m-HB; // F4-Pause(0A); F4-Pause(00); ,B00C: 81%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // F4-Pause(14); F5-Pause(3C 78); PassRush ,B2E5: 75%CPUTeamJumpsTo:56% m2m-TE; // m2m-WR1; // 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); ,B042: 69%CPUTeamJumpsTo:56% m2m-TE; // m2m-WR2; // 56%  F4-Pause(6E); // F5-Pause(3C A0); ,
Defense: C9,BEBB: PassRush; ,BEC8: PassRush; ,BED2: PassRush; ,BEDF: PassRush; ,BC61: 63%CPUTeamJumpsTo:56% m2m-TE; // m2m-HB; // F5-Pause(5A C8); PassRush ,BC6C: 56%CPUTeamJumpsTo:56% m2m-WR1; // m2m-TE; // F5-Pause(5A C8); PassRush ,BF03: PassRush; ,B2F3: 44% 06% m2m-WR1; // F4-Pause(1E); m2m-WR1; // 44%  m2m-HB; // 44% 88%CPUTeamJumpsTo:56% m2m-WR1; // m2m-HB; // F4-Pause(0A); F4-Pause(00); // m2m-TE; ,BC77: 56% m2m-WR2; // 81%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // F4-Pause(14); F5-Pause(3C 78); PassRush ,B2E5: 75%CPUTeamJumpsTo:56% m2m-TE; // m2m-WR1; // 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); ,B042: 69%CPUTeamJumpsTo:56% m2m-TE; // m2m-WR2; // 56%  F4-Pause(6E); // F5-Pause(3C A0); ,
Defense: CA,BEBB: PassRush; ,BEC8: PassRush; ,BED2: PassRush; ,BEDF: PassRush; ,BC61: 63%CPUTeamJumpsTo:56% m2m-TE; // m2m-HB; // F5-Pause(5A C8); PassRush ,BC6C: 56%CPUTeamJumpsTo:56% m2m-WR1; // m2m-TE; // F5-Pause(5A C8); PassRush ,BF03: PassRush; ,B2F3: 44% 06% m2m-WR1; // F4-Pause(1E); m2m-WR1; // 44%  m2m-HB; // 44% 88%CPUTeamJumpsTo:56% m2m-WR1; // m2m-HB; // F4-Pause(0A); F4-Pause(00); // m2m-TE; ,BC77: 56% m2m-WR2; // 81%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // F4-Pause(14); F5-Pause(3C 78); PassRush ,B30F: 56%  06% 13-m2m-WR1; ; m2m-WR1; // F4-Pause(32); 13-m2m-WR1; ; m2m-WR1; // 11-m2m-HB; ; m2m-HB; ,B31F: 44% m2m-WR2; // 56%  // m2m-TE; ,
Defense: CB,A110: PassRush; ,A11D: PassRush; ,A12A: PassRush; ,A550: F4-Pause(5A); PassRush; ,A141: PassRush; ,A14B: PassRush; ,A655: PassRush; ,BC56: 88%CPUTeamJumpsTo:56% m2m-FB; // m2m-WR1; // F4-Pause(14); F5-Pause(3C 78); PassRush ,B00C: 81%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // F4-Pause(14); F5-Pause(3C 78); PassRush ,B2E5: 75%CPUTeamJumpsTo:56% m2m-TE; // m2m-WR1; // 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); ,B335: 69%CPUTeamJumpsTo:31% m2m-FB; // 38% m2m-WR1; // 38% m2m-WR2; // // F4-Pause(00); ,
Defense: CC,A110: PassRush; ,A11D: PassRush; ,A12A: PassRush; ,A550: F4-Pause(5A); PassRush; ,A141: PassRush; ,A14B: PassRush; ,A655: PassRush; ,B343: 56% 06% m2m-WR1; // F4-Pause(1E); m2m-WR1; // 88%CPUTeamJumpsTo:56% m2m-WR1; // m2m-HB; // F4-Pause(14); F5-Pause(3C 78); PassRush ,BC77: 56% m2m-WR2; // 81%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // F4-Pause(14); F5-Pause(3C 78); PassRush ,B357: 63% 75%CPUTeamJumpsTo:56% m2m-TE; // m2m-WR1; // 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); // m2m-FB; ,B335: 69%CPUTeamJumpsTo:31% m2m-FB; // 38% m2m-WR1; // 38% m2m-WR2; // // F4-Pause(00); ,
Defense: CD,A110: PassRush; ,A11D: PassRush; ,A12A: PassRush; ,A550: F4-Pause(5A); PassRush; ,A141: PassRush; ,A14B: PassRush; ,A655: PassRush; ,B343: 56% 06% m2m-WR1; // F4-Pause(1E); m2m-WR1; // 88%CPUTeamJumpsTo:56% m2m-WR1; // m2m-HB; // F4-Pause(14); F5-Pause(3C 78); PassRush ,BC77: 56% m2m-WR2; // 81%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // F4-Pause(14); F5-Pause(3C 78); PassRush ,B357: 63% 75%CPUTeamJumpsTo:56% m2m-TE; // m2m-WR1; // 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); // m2m-FB; ,B364: 63%  12-m2m-FB; ; m2m-FB; // 56%  13-m2m-WR1; ; m2m-WR1; // 14-m2m-WR2; ; m2m-WR2; ,
Defense: CE,A29B: PassRush; ,A2A5: PassRush; ,A3FB: PassRush; ,A2B2: PassRush; ,A2BF: PassRush; ,A14B: PassRush; ,ADB4: F4-Pause(00); ,B380: 75%CPUTeamJumpsTo:56% m2m-WR1; // m2m-HB; // F4-Pause(14); F5-Pause(64 96); PassRush ,B00C: 81%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // F4-Pause(14); F5-Pause(3C 78); PassRush ,B393: 75%CPUTeamJumpsTo:56% m2m-HB; // ; m2m-WR1; // F4-Pause(14); F5-Pause(64 96); PassRush ,B3A6: 69%CPUTeamJumpsTo:38% m2m-WR2; // m2m-WR1; // 44%  // F4-Pause(14); F5-Pause(64 96); PassRush ,
Defense: CF,A29B: PassRush; ,A2A5: PassRush; ,A3FB: PassRush; ,A2B2: PassRush; ,A2BF: PassRush; ,A14B: PassRush; ,ADB4: F4-Pause(00); ,B3C2: 44% m2m-HB; // 44% m2m-WR1; // 75%CPUTeamJumpsTo:56% m2m-WR1; // m2m-HB; // F4-Pause(14); F5-Pause(64 96); PassRush ,B34D: 56% 06% m2m-WR2; // F4-Pause(1E); m2m-WR2; // 81%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // F4-Pause(14); F5-Pause(3C 78); PassRush ,B393: 75%CPUTeamJumpsTo:56% m2m-HB; // ; m2m-WR1; // F4-Pause(14); F5-Pause(64 96); PassRush ,B3A6: 69%CPUTeamJumpsTo:38% m2m-WR2; // m2m-WR1; // 44%  // F4-Pause(14); F5-Pause(64 96); PassRush ,
Defense: D0,A29B: PassRush; ,A2A5: PassRush; ,A3FB: PassRush; ,A2B2: PassRush; ,A2BF: PassRush; ,A14B: PassRush; ,ADB4: F4-Pause(00); ,B3C2: 44% m2m-HB; // 44% m2m-WR1; // 75%CPUTeamJumpsTo:56% m2m-WR1; // m2m-HB; // F4-Pause(14); F5-Pause(64 96); PassRush ,B34D: 56% 06% m2m-WR2; // F4-Pause(1E); m2m-WR2; // 81%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // F4-Pause(14); F5-Pause(3C 78); PassRush ,B3CF: 44%  13-m2m-WR1; ; m2m-WR1; // 56%  11-m2m-HB; ; m2m-HB; // 75%CPUTeamJumpsTo:56% m2m-HB; // ; m2m-WR1; // F4-Pause(14); F5-Pause(64 96); PassRush ,B3E8: 44% 06% 14-m2m-WR2; ; m2m-WR2; // 14-m2m-WR2; ; m2m-WR2; // 69%CPUTeamJumpsTo:38% m2m-WR2; // m2m-WR1; // 44%  // F4-Pause(14); F5-Pause(64 96); PassRush ,
Defense: D1,A110: PassRush; ,A243: PassRush; ,A226: PassRush; ,A236: PassRush; ,A141: PassRush; ,A24A: PassRush; ,A254: PassRush; ,B3F5: 88%CPUTeamJumpsTo:56% m2m-WR1; // m2m-WR2; // F4-Pause(32); F4-Pause(32); 56% F5-Pause(01 1E); // PassRush ,B413: 81%CPUTeamJumpsTo:38% m2m-WR2; // m2m-WR1; // F4-Pause(46); F4-Pause(46); 56% F5-Pause(01 1E); // PassRush ,B42E: F5-Pause(01 14); F4-Pause(32); 24% F5-Pause(0A 50); // PassRush ,B470: 56% F4-Pause(46); F4-Pause(3C); 56% F5-Pause(01 1E); // PassRush // F5-Pause(0A 1E); F4-Pause(14); F5-Pause(01 64); ,
Defense: D2,A110: PassRush; ,A243: PassRush; ,A226: PassRush; ,A236: PassRush; ,A141: PassRush; ,A24A: PassRush; ,A254: PassRush; ,B45C: 63% 88%CPUTeamJumpsTo:56% m2m-WR1; // m2m-WR2; // F4-Pause(32); F4-Pause(32); 56% F5-Pause(01 1E); // PassRush // m2m-WR1; ,B466: 44% m2m-WR2; // 81%CPUTeamJumpsTo:38% m2m-WR2; // m2m-WR1; // F4-Pause(46); F4-Pause(46); 56% F5-Pause(01 1E); // PassRush ,B42E: F5-Pause(01 14); F4-Pause(32); 24% F5-Pause(0A 50); // PassRush ,B470: 56% F4-Pause(46); F4-Pause(3C); 56% F5-Pause(01 1E); // PassRush // F5-Pause(0A 1E); F4-Pause(14); F5-Pause(01 64); ,
Defense: D3,A110: PassRush; ,A243: PassRush; ,A226: PassRush; ,A236: PassRush; ,A141: PassRush; ,A24A: PassRush; ,A254: PassRush; ,B45C: 63% 88%CPUTeamJumpsTo:56% m2m-WR1; // m2m-WR2; // F4-Pause(32); F4-Pause(32); 56% F5-Pause(01 1E); // PassRush // m2m-WR1; ,B466: 44% m2m-WR2; // 81%CPUTeamJumpsTo:38% m2m-WR2; // m2m-WR1; // F4-Pause(46); F4-Pause(46); 56% F5-Pause(01 1E); // PassRush ,B485: 56% F5-Pause(01 14); F4-Pause(32); 24% F5-Pause(0A 50); // PassRush // 13-m2m-WR1; ; m2m-WR1; ,B48F: 56% 56% F4-Pause(46); F4-Pause(3C); 56% F5-Pause(01 1E); // PassRush // F5-Pause(0A 1E); F4-Pause(14); F5-Pause(01 64); // 06% m2m-WR2; // F4-Pause(1E); m2m-WR2; ,
Defense: D4,BEBB: PassRush; ,BEC8: PassRush; ,BED2: PassRush; ,BEE5: 44%CPUTeamJumpsTo:56% m2m-HB; // m2m-FB; // PassRush; ,B4DA: 63%CPUTeamJumpsTo:56% m2m-TE; // m2m-HB; // F5-Pause(5A C8); PassRush ,B4EE: 56%CPUTeamJumpsTo:[56%Jump B9D8; m2m-FB; 56%Jump B9DD; m2m-WR1; 56%Jump B9E2; m2m-WR2; 56%Jump B9CE; m2m-TE; 56%Jump B9D3; m2m-HB; // Circular Randoms]// F4-Pause(3C); F5-Pause(1E 8C); PassRush ,BF09: 44%  PassRush; // 25%CPUTeamJumpsTo:m2m-TE; // PassRush; ,B499: 88%CPUTeamJumpsTo:56% m2m-HB; // ; m2m-WR1; // F4-Pause(14); ,B4A6: 81%CPUTeamJumpsTo:56% m2m-TE; // m2m-WR2; // F4-Pause(1E); ,B4B3: 75%CPUTeamJumpsTo:56% m2m-FB; // m2m-WR1; // ,B4C1: 69%CPUTeamJumpsTo:56% m2m-WR1; // m2m-WR2; // F4-Pause(3C); 56%  // F4-Pause(00); ,
